,assignee.name,components,created,creator.name,description,fixVersions,issuetype.name,issuetype.subtask,priority.name,reporter.name,resolution.description,resolution.name,resolutiondate,status.id,status.name,status.statusCategory.name,summary,updated,versions,watches.watchCount,key,storypoints,project,sprint
361,,[],2015-08-13T06:50:10.000+0000,eric.bottard,"See discussion at https://github.com/spring-cloud/spring-cloud-data/pull/37#discussion_r36849117

Also relevant: http://docs.spring.io/spring-hateoas/docs/current/reference/html/#client",[],Story,False,Minor,eric.bottard,,,,10000,To Do,To Do,Come up with a consistent Link consumption scheme on the REST client side,2015-08-13T06:50:10.000+0000,[],1,XD-3391,3.0,xd,
362,,"[{u'id': u'12694', u'self': u'https://jira.spring.io/rest/api/2/component/12694', u'description': u'Command line interface', u'name': u'CLI'}, {u'id': u'12784', u'self': u'https://jira.spring.io/rest/api/2/component/12784', u'description': u'Admin User Interface', u'name': u'UI'}]",2015-08-12T14:02:03.000+0000,hillert,"Accessing REST endpoint using the "".json"" file extension causes maintenance issues for the authorization rules and is not necessary. Remove any usage for the Admin UI and the Shell. 

At the same time the "".json"" endpoint shall be deprecated or removed ultimately.",[],Story,False,Minor,hillert,,,,10000,To Do,To Do,"UI + Shell: Remove any usage of REST endpoints using the "".json"" notation",2015-08-12T14:02:20.000+0000,[],1,XD-3390,5.0,xd,
363,,[],2015-08-12T07:52:31.000+0000,sabby,"As a Spring XD user, I'd like to use redis/sentinel cluster as the 'message bus', so I could create streams and batch pipelines.",[],Story,False,Minor,sabby,,,,10000,To Do,To Do,Add Boot config to support user/pass combination for redis/sentinel cluster,2015-11-02T17:38:51.000+0000,[],1,XD-3389,8.0,xd,
364,,[],2015-08-11T15:21:23.000+0000,sabby,"As a Spring XD developer, I'd like to move {{trigger}} module from XD to s-c-s repo, so I can use it as source to build streaming pipeline.
",[],Story,False,Minor,sabby,The problem is deferred for now and may be reopened in the future.,Deferred,2015-11-14T16:01:27.000+0000,10001,Done,In Progress,Port Trigger as s-c-s source,2015-11-30T16:34:23.000+0000,[],1,XD-3388,2.0,xd,
365,hillert,"[{u'id': u'12695', u'self': u'https://jira.spring.io/rest/api/2/component/12695', u'description': u'DIRT Runtime', u'name': u'Runtime'}]",2015-08-11T14:20:45.000+0000,svennela,"Hi,
Passwords are visibly when using custom modules.

Attached is example custom module code and xd-shell script to reproduce the problem using stream module of type processor on Spring XD 1.2.1.RELEASE.
 
Compile with Maven (mvn clean install) and run xd-shell script (xd-shell --cmdfile ./runme.cmd).
","[{u'archived': False, u'description': u'First 1.3 milestone release', u'self': u'https://jira.spring.io/rest/api/2/version/15099', u'releaseDate': u'2015-10-08', u'released': True, u'id': u'15099', u'name': u'1.3 M1'}, {u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15243', u'archived': False, u'name': u'1.2.2', u'id': u'15243'}]",Story,False,Major,svennela,,Complete,2015-09-27T21:55:05.000+0000,10001,Done,In Progress,Hide the passwords in custom modules from being displayed.,2015-09-28T20:59:50.000+0000,[],1,XD-3387,2.0,xd,Sprint 58
366,,"[{u'id': u'12731', u'self': u'https://jira.spring.io/rest/api/2/component/12731', u'description': u'Development of source, processing, sink module functionality', u'name': u'Stream Module'}]",2015-08-11T07:45:04.000+0000,a_ayyaps,"I am parsing Json(source)  into CSV  in Transform function
All of my Json records may not have all the fields.
Some records have only Field1,field2.. some other records have all 3 fields.
if the specific field is not exists in specific record, that record got rejected.(by saying field is not exist)
Could you please let me know how to check the field exists or not.
Here my expression part of the stream
transform --expression=#jsonPath(payload,'$.field1').concat('|').concat(#jsonPath(payload,'$.field2')).concat('|').concat(#jsonPath(payload,'$.field3'))

My Spring XD version is  1-0-0-m7",[],Bug,False,Minor,a_ayyaps,,,,10000,To Do,To Do,check whether the field exists or not in  #jsonpath evaluation,2015-08-11T07:55:00.000+0000,[],2,XD-3386,1.0,xd,
367,thomas.risberg,"[{u'id': u'12695', u'self': u'https://jira.spring.io/rest/api/2/component/12695', u'description': u'DIRT Runtime', u'name': u'Runtime'}]",2015-08-10T08:44:26.000+0000,thomas.risberg,"Building and then running spring-cloud-data-rest app on Ubuntu fails when trying to create the first stream. The configuration ends up with a CloudFoundryConfig instead of LocalConfig for the moduleDeployer.

Env:
Ubuntu 15.04
java version ""1.8.0_51""
Java(TM) SE Runtime Environment (build 1.8.0_51-b16)
Java HotSpot(TM) 64-Bit Server VM (build 25.51-b03, mixed mode)

Error:
{code}
2015-08-10 11:43:47.199 ERROR 11062 --- [nio-9393-exec-1] o.s.c.d.r.c.RestControllerAdvice         : Caught exception while handling a request
java.lang.UnsupportedOperationException: null
	at org.springframework.cloud.data.module.deployer.cloudfoundry.CloudFoundryModuleDeployer.deploy(CloudFoundryModuleDeployer.java:30) ~[spring-cloud-data-module-deployer-cloudfoundry-1.0.0.BUILD-SNAPSHOT.jar!/:1.0.0.BUILD-SNAPSHOT]
	at org.springframework.cloud.data.rest.controller.StreamController.deployStream(StreamController.java:213) ~[spring-cloud-data-rest-1.0.0.BUILD-SNAPSHOT.jar!/:1.0.0.BUILD-SNAPSHOT]
	at org.springframework.cloud.data.rest.controller.StreamController.save(StreamController.java:140) ~[spring-cloud-data-rest-1.0.0.BUILD-SNAPSHOT.jar!/:1.0.0.BUILD-SNAPSHOT]
	at sun.reflect.NativeMethodAccessorImpl.invoke0(Native Method) ~[na:1.8.0_51]
	at sun.reflect.NativeMethodAccessorImpl.invoke(NativeMethodAccessorImpl.java:62) ~[na:1.8.0_51]
	at sun.reflect.DelegatingMethodAccessorImpl.invoke(DelegatingMethodAccessorImpl.java:43) ~[na:1.8.0_51]
	at java.lang.reflect.Method.invoke(Method.java:497) ~[na:1.8.0_51]
	at org.springframework.web.method.support.InvocableHandlerMethod.doInvoke(InvocableHandlerMethod.java:221) ~[spring-web-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.springframework.web.method.support.InvocableHandlerMethod.invokeForRequest(InvocableHandlerMethod.java:137) ~[spring-web-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.springframework.web.servlet.mvc.method.annotation.ServletInvocableHandlerMethod.invokeAndHandle(ServletInvocableHandlerMethod.java:111) ~[spring-webmvc-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.invokeHandlerMethod(RequestMappingHandlerAdapter.java:806) ~[spring-webmvc-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.springframework.web.servlet.mvc.method.annotation.RequestMappingHandlerAdapter.handleInternal(RequestMappingHandlerAdapter.java:729) ~[spring-webmvc-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.springframework.web.servlet.mvc.method.AbstractHandlerMethodAdapter.handle(AbstractHandlerMethodAdapter.java:85) ~[spring-webmvc-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.springframework.web.servlet.DispatcherServlet.doDispatch(DispatcherServlet.java:959) ~[spring-webmvc-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.springframework.web.servlet.DispatcherServlet.doService(DispatcherServlet.java:893) ~[spring-webmvc-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.springframework.web.servlet.FrameworkServlet.processRequest(FrameworkServlet.java:970) [spring-webmvc-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.springframework.web.servlet.FrameworkServlet.doPost(FrameworkServlet.java:872) [spring-webmvc-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:648) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.springframework.web.servlet.FrameworkServlet.service(FrameworkServlet.java:846) [spring-webmvc-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at javax.servlet.http.HttpServlet.service(HttpServlet.java:729) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:291) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.tomcat.websocket.server.WsFilter.doFilter(WsFilter.java:52) [tomcat-embed-websocket-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:239) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.springframework.boot.actuate.autoconfigure.EndpointWebMvcAutoConfiguration$ApplicationContextHeaderFilter.doFilterInternal(EndpointWebMvcAutoConfiguration.java:235) [spring-boot-actuator-1.3.0.BUILD-SNAPSHOT.jar!/:1.3.0.BUILD-SNAPSHOT]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107) [spring-web-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:239) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.springframework.boot.actuate.trace.WebRequestTraceFilter.doFilterInternal(WebRequestTraceFilter.java:102) [spring-boot-actuator-1.3.0.BUILD-SNAPSHOT.jar!/:1.3.0.BUILD-SNAPSHOT]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107) [spring-web-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:239) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.springframework.web.filter.HttpPutFormContentFilter.doFilterInternal(HttpPutFormContentFilter.java:87) [spring-web-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107) [spring-web-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:239) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.springframework.web.filter.HiddenHttpMethodFilter.doFilterInternal(HiddenHttpMethodFilter.java:77) [spring-web-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107) [spring-web-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:239) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.springframework.web.filter.CharacterEncodingFilter.doFilterInternal(CharacterEncodingFilter.java:85) [spring-web-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107) [spring-web-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:239) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.springframework.boot.actuate.autoconfigure.MetricsFilter.doFilterInternal(MetricsFilter.java:69) [spring-boot-actuator-1.3.0.BUILD-SNAPSHOT.jar!/:1.3.0.BUILD-SNAPSHOT]
	at org.springframework.web.filter.OncePerRequestFilter.doFilter(OncePerRequestFilter.java:107) [spring-web-4.2.0.RELEASE.jar!/:4.2.0.RELEASE]
	at org.apache.catalina.core.ApplicationFilterChain.internalDoFilter(ApplicationFilterChain.java:239) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.core.ApplicationFilterChain.doFilter(ApplicationFilterChain.java:206) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.core.StandardWrapperValve.invoke(StandardWrapperValve.java:219) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.core.StandardContextValve.invoke(StandardContextValve.java:106) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.authenticator.AuthenticatorBase.invoke(AuthenticatorBase.java:502) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.core.StandardHostValve.invoke(StandardHostValve.java:142) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.valves.ErrorReportValve.invoke(ErrorReportValve.java:79) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.core.StandardEngineValve.invoke(StandardEngineValve.java:88) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.catalina.connector.CoyoteAdapter.service(CoyoteAdapter.java:518) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.coyote.http11.AbstractHttp11Processor.process(AbstractHttp11Processor.java:1091) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.coyote.AbstractProtocol$AbstractConnectionHandler.process(AbstractProtocol.java:668) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.doRun(NioEndpoint.java:1521) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at org.apache.tomcat.util.net.NioEndpoint$SocketProcessor.run(NioEndpoint.java:1478) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at java.util.concurrent.ThreadPoolExecutor.runWorker(ThreadPoolExecutor.java:1142) [na:1.8.0_51]
	at java.util.concurrent.ThreadPoolExecutor$Worker.run(ThreadPoolExecutor.java:617) [na:1.8.0_51]
	at org.apache.tomcat.util.threads.TaskThread$WrappingRunnable.run(TaskThread.java:61) [tomcat-embed-core-8.0.23.jar!/:8.0.23]
	at java.lang.Thread.run(Thread.java:745) [na:1.8.0_51]
2015-08-10 11:43:47.284  WARN 11062 --- [nio-9393-exec-1] .m.m.a.ExceptionHandlerExceptionResolver : Handler execution resulted in exception: null
{code}",[],Bug,False,Blocker,thomas.risberg,,Complete,2015-08-11T06:45:09.000+0000,10001,Done,In Progress,Can't build and run singlenode spring-cloud-data-rest app on Ubuntu,2015-08-11T06:45:10.000+0000,[],1,XD-3385,3.0,xd,
368,jvalkeal,[],2015-08-10T08:19:08.000+0000,sabby,"As an s-c-d developer, I'd like to investigate the distributed deployment of s-c-s modules on YARN, so I can experiment the implementation of YARN SPI and derive the strategy for {{YARNModuleDeployer}}.",[],Story,False,Minor,sabby,,Complete,2015-08-17T06:41:17.000+0000,10001,Done,In Progress,Spike: Investigate distributed deployment of s-c-s modules via YARN SPI,2015-08-17T06:41:17.000+0000,[],1,XD-3384,8.0,xd,Sprint 55
369,,[],2015-08-10T08:13:57.000+0000,sabby,"As an s-c-d user, I'd like to have the option to deploy s-c-s modules in YARN, so I can leverage this implementation to spin-up OOTB modules as Apps in YARN.",[],Epic,False,Minor,sabby,,,,10000,To Do,To Do,Distributed deployment of s-c-s modules in YARN,2015-11-06T16:09:22.000+0000,[],1,XD-3383,0.0,xd,
370,eric.bottard,[],2015-08-10T06:33:01.000+0000,eric.bottard,"The `@ConfigurationProperties` class for Rabbit binder has some props related to RetryTemplate, but those are not used",[],Story,False,Minor,eric.bottard,,,,10000,To Do,To Do,RetryTemplate props in Rabbit binder are not used,2015-08-10T06:33:01.000+0000,[],1,XD-3382,1.0,xd,
371,eric.bottard,[],2015-08-10T03:48:19.000+0000,eric.bottard,"As a module author, I want to be able to test my code in ""next to real world"" conditions (ie Integration Testing, but not really):
- I want all my module wiring to be testable
- I want all my module configuration (@ConfigurationProperties) to be in effect, and I want to be able to test various combination of props
- I want to be able to send data to my module and assert what is coming at the other end
- I want an idiomatic way of asserting the above (eg integration with Hamcrest, etc)
- I DONT want to have to send data to an actual bus (redis, rabbit, etc)",[],Story,False,Minor,eric.bottard,,Complete,2015-08-18T02:39:16.000+0000,10001,Done,In Progress,Provide test infrastructure for module authors,2015-08-18T02:39:16.000+0000,[],1,XD-3381,5.0,xd,Sprint 55
372,eric.bottard,[],2015-08-10T03:43:52.000+0000,eric.bottard,"Currently, @EnableModule hardcodes references to both the redis and rabbit configuration classes, which trigger or don't trigger based on the presence of another jar (which itself has the meat of the configuration).
This is typically what boot AutoConfiguration is for.

Moreover, adding a new binding (eg Kafka or a stub for module testing) would require to crack open @EnableModule",[],Story,False,Minor,eric.bottard,,Complete,2015-08-11T08:43:47.000+0000,10001,Done,In Progress,Refactor Binder @Configuration to use AutoConfiguration,2015-08-11T08:43:48.000+0000,[],1,XD-3380,5.0,xd,Sprint 55
373,,[],2015-08-09T18:50:07.000+0000,sabby,"As a Spring XD developer, I'd like to create a section on migration strategy from {{1.2}} to {{1.3}} releases, so I can document new improvements and backward incompatibility specifics.",[],Story,False,Minor,sabby,,,,10000,To Do,To Do,[Ambari] Document migration strategy from 1.2 to 1.3 ,2015-10-02T20:16:32.000+0000,[],1,XD-3379,3.0,xd,
374,thomas.risberg,[],2015-08-09T18:43:05.000+0000,sabby,"As a Spring XD user, I'd like to use the latest releases of {{HDP}}/{{PHD}} distros, so I can leverage the latest features to create pipelines involving {{HDFS}}.","[{u'archived': False, u'name': u'1.3 M1', u'self': u'https://jira.spring.io/rest/api/2/version/15099', u'releaseDate': u'2015-10-08', u'released': True, u'id': u'15099', u'description': u'First 1.3 milestone release'}]",Story,False,Minor,sabby,,Complete,2015-10-02T16:54:15.000+0000,10001,Done,In Progress,Upgrade HDP/PHD distrubutions,2015-10-02T16:54:15.000+0000,[],1,XD-3378,5.0,xd,Sprint 58
375,pperalta,"[{u'id': u'12774', u'self': u'https://jira.spring.io/rest/api/2/component/12774', u'description': u'DSL for defining streams and jobs.', u'name': u'DSL'}]",2015-08-07T20:10:47.000+0000,mminella,Currently the DSL parsing for tasks is a copy and paste of what it is for streams (minus the ability to parse multiple modules).  This results in a lot of duplication.  This should be refactored to remove duplication and remove explicit references to either streams or tasks in common code.,[],Story,False,Minor,mminella,,Complete,2015-08-17T05:53:51.000+0000,10001,Done,In Progress,Refactor Task parsing ,2015-08-17T05:53:52.000+0000,"[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/14632', u'archived': False, u'name': u'2.x', u'id': u'14632'}]",1,XD-3377,8.0,xd,Sprint 55
376,dturanski,[],2015-08-07T16:52:25.000+0000,sabby,"As a Spring XD developer, I'd like to move {{gemfire}} module from XD to s-c-s repo, so I can use it as {{sink}} to build streaming pipeline.","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15223', u'archived': False, u'name': u'2.0 M1', u'id': u'15223'}]",Story,False,Minor,sabby,,Complete,2015-10-12T19:24:11.000+0000,10001,Done,In Progress,Port gemfire-server sink as s-c-s module,2015-10-12T19:24:11.000+0000,[],1,XD-3376,2.0,xd,Sprint 59
377,,[],2015-08-07T16:51:58.000+0000,sabby,"As a s-c-d developer, I'd like to move {{rabbit}} module from XD to s-c-s repo, so I can use it as {{source}} to build streaming pipeline.",[],Story,False,Minor,sabby,The problem is deferred for now and may be reopened in the future.,Deferred,2015-11-14T16:01:27.000+0000,10001,Done,In Progress,Port Rabbit as s-c-s source,2015-11-30T16:34:22.000+0000,[],1,XD-3375,2.0,xd,
378,eric.bottard,[],2015-08-07T16:51:23.000+0000,sabby,"As a Spring XD developer, I'd like to move {{redis}} module from XD to s-c-s repo, so I can use it as {{sink}} to build streaming pipeline.",[],Story,False,Minor,sabby,,Complete,2015-08-20T11:48:36.000+0000,10001,Done,In Progress,Port Redis as s-c-s sink,2015-09-02T15:45:37.000+0000,[],1,XD-3374,2.0,xd,
379,thomas.risberg,"[{u'id': u'12697', u'self': u'https://jira.spring.io/rest/api/2/component/12697', u'description': u'Execution of workflow activities on and off Hadoop', u'name': u'Batch'}]",2015-08-07T16:13:19.000+0000,thomas.risberg,"Deploying and launching a Pig job that contains a yarn-site.xml config file fails on the first deploy after XD starts up. This happens consistently.

The error is: 
  Error: Could not find or load main class org.apache.hadoop.mapreduce.v2.app.MRAppMaster

which indicates that the yarn-site.xml file never made it to the classpath.

Un-deploying and re-deploying the job seems to fix the problem.","[{u'archived': False, u'name': u'1.3 M1', u'self': u'https://jira.spring.io/rest/api/2/version/15099', u'releaseDate': u'2015-10-08', u'released': True, u'id': u'15099', u'description': u'First 1.3 milestone release'}]",Bug,False,Major,thomas.risberg,,Complete,2015-08-27T15:21:32.000+0000,10001,Done,In Progress,First deploy/launch of Pig job that includes yarn-site.xml file fails,2015-09-30T16:01:19.000+0000,"[{u'archived': False, u'name': u'1.2.1', u'self': u'https://jira.spring.io/rest/api/2/version/15199', u'releaseDate': u'2015-07-27', u'released': True, u'id': u'15199', u'description': u'First 1.2 maintenance release'}]",1,XD-3373,5.0,xd,Sprint 56
380,,"[{u'id': u'12731', u'self': u'https://jira.spring.io/rest/api/2/component/12731', u'description': u'Development of source, processing, sink module functionality', u'name': u'Stream Module'}]",2015-08-07T07:07:12.000+0000,CalamarBicefalo,"At the moment, the correlation expression in the aggregator module only takes into consideration the incoming message rather than the whole existing collected messages so far + the incoming message.

It would be great to gain access to the whole collection apart from the incoming message so messages could be correlated in a way such as:

Collect 1 (and only one) message of each type, if we have fruits, for example we may want to get one pear, and one banana aggregated per basket, and we want to release a basket once it's ready. If we receive 100 bananas, we want to prepare 100 baskets and wait for pears to arrive so our fruity baskets can be released.

There is no way to do such a thing if the correlation key only takes into consideration the incoming message.",[],Improvement,False,Minor,CalamarBicefalo,,,,10000,To Do,To Do,Aggregator module refinements,2015-08-07T07:10:01.000+0000,[],1,XD-3372,0.0,xd,
381,,"[{u'id': u'12731', u'self': u'https://jira.spring.io/rest/api/2/component/12731', u'description': u'Development of source, processing, sink module functionality', u'name': u'Stream Module'}]",2015-08-07T07:02:51.000+0000,CalamarBicefalo,It would be tremendously useful to include an optional description for a given stream/job so a high level explanation of what's the purpose of a specific stream can be detailed in a human friendly way.,"[{u'archived': False, u'description': u'Triaged issues well-suited for community contributions. See contributor guidelines at: http://bit.ly/1FnSh1Z', u'self': u'https://jira.spring.io/rest/api/2/version/14950', u'released': False, u'id': u'14950', u'name': u'Contributions Welcome'}]",Improvement,False,Minor,CalamarBicefalo,,,,10000,To Do,To Do,Optional description for streams,2015-08-07T07:12:50.000+0000,[],1,XD-3371,0.0,xd,
382,grussell,[],2015-08-06T15:08:47.000+0000,sabby,"As a Spring XD developer, I'd like to port {{FTP}} module from XD to s-c-s repo, so I can use it as {{sink}} modules to build streaming pipeline.",[],Story,False,Minor,sabby,,Complete,2015-10-20T09:50:09.000+0000,10001,Done,In Progress,Port FTP as s-c-s sink module,2015-10-20T09:50:09.000+0000,[],2,XD-3370,5.0,xd,Sprint 60
383,mark.fisher,[],2015-08-06T15:08:09.000+0000,sabby,"As a Spring XD developer, I'd like to port {{file}} module from XD to s-c-s repo, so I can use it as {{sink}} module to build streaming pipeline.",[],Story,False,Minor,sabby,,Complete,2015-10-03T00:11:49.000+0000,10001,Done,In Progress,Port File as s-c-s sink,2015-10-03T00:11:49.000+0000,[],1,XD-3369,3.0,xd,Sprint 58
384,,[],2015-08-06T15:07:46.000+0000,sabby,"As a Spring XD developer, I'd like to port {{router}} module from XD to s-c-s repo, so I can use it as {{sink}} module to build streaming pipeline.",[],Story,False,Minor,sabby,The problem is deferred for now and may be reopened in the future.,Deferred,2015-11-14T16:01:28.000+0000,10001,Done,In Progress,Port Router as s-c-s sink,2015-11-30T16:34:22.000+0000,[],1,XD-3368,2.0,xd,
385,eric.bottard,[],2015-08-06T15:07:06.000+0000,sabby,"As a Spring XD developer, I'd like to port {{transform}} module from XD to s-c-s repo, so I can use it as {{processor}} module to build streaming pipeline.","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15223', u'archived': False, u'name': u'2.0 M1', u'id': u'15223'}]",Story,False,Minor,sabby,,Complete,2015-08-20T10:00:33.000+0000,10001,Done,In Progress,Port Transform as s-c-s module,2015-08-20T10:00:33.000+0000,[],2,XD-3367,2.0,xd,Sprint 56
386,eric.bottard,[],2015-08-06T15:06:25.000+0000,sabby,"As a Spring XD developer, I'd like to port {{filter}} module from XD to s-c-s repo, so I can use it as {{processor}} module to build streaming pipeline.","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15223', u'archived': False, u'name': u'2.0 M1', u'id': u'15223'}]",Story,False,Minor,sabby,,Complete,2015-08-20T10:00:20.000+0000,10001,Done,In Progress,Port Filter as s-c-s module,2015-08-20T10:00:20.000+0000,[],2,XD-3366,2.0,xd,Sprint 56
387,iperumal,[],2015-08-06T15:05:11.000+0000,sabby,"As a Spring XD developer, I'd like to move {{twittersearch}} module from XD to s-c-s repo, so I can use it as source modules to build streaming pipeline.
","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15223', u'archived': False, u'name': u'2.0 M1', u'id': u'15223'}]",Story,False,Minor,sabby,The problem is deferred for now and may be reopened in the future.,Deferred,2015-11-14T16:01:27.000+0000,10001,Done,In Progress,Port Twittersearch as s-c-s module,2015-11-30T16:34:22.000+0000,[],1,XD-3365,2.0,xd,
388,iperumal,[],2015-08-06T15:04:29.000+0000,sabby,"As a Spring XD developer, I'd like to move {{twitterstream}} module from XD to s-c-s repo, so I can use it as source modules to build streaming pipeline.
","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15223', u'archived': False, u'name': u'2.0 M1', u'id': u'15223'}]",Story,False,Minor,sabby,,Complete,2015-09-11T04:41:51.000+0000,10001,Done,In Progress,Port Twitterstream as s-c-s module,2015-09-11T04:41:51.000+0000,[],2,XD-3364,3.0,xd,Sprint 57
389,,[],2015-08-06T15:03:41.000+0000,sabby,"As a Spring XD developer, I'd like to port {{tcp}} module from XD to s-c-s repo, so I can use it as {{source}} module to build streaming pipeline.
",[],Story,False,Minor,sabby,The problem is a duplicate of an existing issue.,Duplicate,2015-10-02T16:20:15.000+0000,10001,Done,In Progress,Port TCP as s-c-s module,2015-10-19T17:05:11.000+0000,[],1,XD-3363,2.0,xd,
390,eric.bottard,[],2015-08-06T14:59:09.000+0000,sabby,"As a Spring XD developer, I'd like to port {{http}} module from XD to s-c-s repo, so I can use it as {{source}} module in streaming pipeline.
","[{u'released': False, u'self': u'https://jira.spring.io/rest/api/2/version/15223', u'archived': False, u'name': u'2.0 M1', u'id': u'15223'}]",Story,False,Minor,sabby,,Complete,2015-08-20T17:51:14.000+0000,10001,Done,In Progress,Port HTTP as s-c-s module,2015-08-20T17:51:14.000+0000,[],1,XD-3362,2.0,xd,Sprint 56
